locA	locB	share border	is international
Nimba	Conakry	0	1
Nimba	Dabola	0	1
Nimba	Dinguiraye	0	1
Nimba	Faranah	0	1
Nimba	Kissidougou	0	1
Nimba	Kerouane	0	1
Nimba	Kankan	0	1
Nimba	Kouroussa	0	1
Nimba	Mandiana	0	1
Nimba	Siguiri	0	1
Nimba	Coyah	0	1
Nimba	Dubreka	0	1
Nimba	Forecariah	0	1
Nimba	Kindia	0	1
Nimba	Telimele	0	1
Nimba	Koubia	0	1
Nimba	Lelouma	0	1
Nimba	Labe	0	1
Nimba	Mali	0	1
Nimba	Tougue	0	1
Nimba	Dalaba	0	1
Nimba	Mamou	0	1
Nimba	Pita	0	1
Nimba	Beyla	0	1
Nimba	Gueckedou	0	1
Nimba	Lola	1	1
Nimba	Macenta	0	1
Nimba	Nzerekore	1	1
Nimba	Yamou	1	1
Nimba	Kailahun	0	1
Nimba	Kenema	0	1
Nimba	Kono	0	1
Nimba	Bombali	0	1
Nimba	Kambia	0	1
Nimba	Koinadugu	0	1
Nimba	PortLoko	0	1
Nimba	Tonkolili	0	1
Nimba	Bo	0	1
Nimba	Bonthe	0	1
Nimba	Moyamba	0	1
Nimba	Pujehun	0	1
Nimba	WesternRural	0	1
Nimba	WesternUrban	0	1
Nimba	Gabu	0	1
Nimba	Tombali	0	1
RiverCess	RiverGee	0	0
RiverCess	Sinoe	1	0
RiverCess	Boffa	0	1
RiverCess	Boke	0	1
RiverCess	Fria	0	1
RiverCess	Gaoual	0	1
RiverCess	Koundara	0	1
RiverCess	Conakry	0	1
RiverCess	Dabola	0	1
RiverCess	Dinguiraye	0	1
RiverCess	Faranah	0	1
RiverCess	Kissidougou	0	1
RiverCess	Kerouane	0	1
RiverCess	Kankan	0	1
RiverCess	Kouroussa	0	1
RiverCess	Mandiana	0	1
RiverCess	Siguiri	0	1
RiverCess	Coyah	0	1
RiverCess	Dubreka	0	1
RiverCess	Forecariah	0	1
RiverCess	Kindia	0	1
RiverCess	Telimele	0	1
RiverCess	Koubia	0	1
RiverCess	Lelouma	0	1
RiverCess	Labe	0	1
RiverCess	Mali	0	1
RiverCess	Tougue	0	1
RiverCess	Dalaba	0	1
RiverCess	Mamou	0	1
RiverCess	Pita	0	1
RiverCess	Beyla	0	1
RiverCess	Gueckedou	0	1
RiverCess	Lola	0	1
RiverCess	Macenta	0	1
RiverCess	Nzerekore	0	1
RiverCess	Yamou	0	1
RiverCess	Kailahun	0	1
RiverCess	Kenema	0	1
RiverCess	Kono	0	1
RiverCess	Bombali	0	1
RiverCess	Kambia	0	1
RiverCess	Koinadugu	0	1
RiverCess	PortLoko	0	1
RiverCess	Tonkolili	0	1
RiverCess	Bo	0	1
RiverCess	Bonthe	0	1
RiverCess	Moyamba	0	1
RiverCess	Pujehun	0	1
RiverCess	WesternRural	0	1
RiverCess	WesternUrban	0	1
RiverCess	Gabu	0	1
RiverCess	Tombali	0	1
RiverGee	Sinoe	1	0
RiverGee	Boffa	0	1
RiverGee	Boke	0	1
RiverGee	Fria	0	1
RiverGee	Gaoual	0	1
RiverGee	Koundara	0	1
RiverGee	Conakry	0	1
RiverGee	Dabola	0	1
RiverGee	Dinguiraye	0	1
RiverGee	Faranah	0	1
RiverGee	Kissidougou	0	1
RiverGee	Kerouane	0	1
RiverGee	Kankan	0	1
RiverGee	Kouroussa	0	1
RiverGee	Mandiana	0	1
RiverGee	Siguiri	0	1
RiverGee	Coyah	0	1
RiverGee	Dubreka	0	1
RiverGee	Forecariah	0	1
RiverGee	Kindia	0	1
RiverGee	Telimele	0	1
RiverGee	Koubia	0	1
RiverGee	Lelouma	0	1
RiverGee	Labe	0	1
RiverGee	Mali	0	1
RiverGee	Tougue	0	1
RiverGee	Dalaba	0	1
RiverGee	Mamou	0	1
RiverGee	Pita	0	1
RiverGee	Beyla	0	1
RiverGee	Gueckedou	0	1
RiverGee	Lola	0	1
RiverGee	Macenta	0	1
RiverGee	Nzerekore	0	1
RiverGee	Yamou	0	1
RiverGee	Kailahun	0	1
RiverGee	Kenema	0	1
RiverGee	Kono	0	1
RiverGee	Bombali	0	1
RiverGee	Kambia	0	1
RiverGee	Koinadugu	0	1
RiverGee	PortLoko	0	1
RiverGee	Tonkolili	0	1
RiverGee	Bo	0	1
RiverGee	Bonthe	0	1
RiverGee	Moyamba	0	1
RiverGee	Pujehun	0	1
RiverGee	WesternRural	0	1
RiverGee	WesternUrban	0	1
RiverGee	Gabu	0	1
RiverGee	Tombali	0	1
Sinoe	Boffa	0	1
Sinoe	Boke	0	1
Sinoe	Fria	0	1
Sinoe	Gaoual	0	1
Sinoe	Koundara	0	1
Sinoe	Conakry	0	1
Sinoe	Dabola	0	1
Sinoe	Dinguiraye	0	1
Sinoe	Faranah	0	1
Sinoe	Kissidougou	0	1
Sinoe	Kerouane	0	1
Sinoe	Kankan	0	1
Sinoe	Kouroussa	0	1
Sinoe	Mandiana	0	1
Sinoe	Siguiri	0	1
Sinoe	Coyah	0	1
Sinoe	Dubreka	0	1
Sinoe	Forecariah	0	1
Sinoe	Kindia	0	1
Sinoe	Telimele	0	1
Sinoe	Koubia	0	1
Sinoe	Lelouma	0	1
Sinoe	Labe	0	1
Sinoe	Mali	0	1
Sinoe	Tougue	0	1
Sinoe	Dalaba	0	1
Sinoe	Mamou	0	1
Sinoe	Pita	0	1
Sinoe	Beyla	0	1
Sinoe	Gueckedou	0	1
Sinoe	Lola	0	1
Sinoe	Macenta	0	1
Sinoe	Nzerekore	0	1
Sinoe	Yamou	0	1
Sinoe	Kailahun	0	1
Sinoe	Kenema	0	1
Sinoe	Kono	0	1
Sinoe	Bombali	0	1
Sinoe	Kambia	0	1
Sinoe	Koinadugu	0	1
Sinoe	PortLoko	0	1
Sinoe	Tonkolili	0	1
Sinoe	Bo	0	1
Sinoe	Bonthe	0	1
Sinoe	Moyamba	0	1
Sinoe	Pujehun	0	1
Sinoe	WesternRural	0	1
Sinoe	WesternUrban	0	1
Sinoe	Gabu	0	1
Sinoe	Tombali	0	1
Boffa	Boke	1	0
Boffa	Fria	1	0
Boffa	Gaoual	0	0
Boffa	Koundara	0	0
Boffa	Conakry	0	0
Boffa	Dabola	0	0
Boffa	Dinguiraye	0	0
Boffa	Faranah	0	0
Boffa	Kissidougou	0	0
Boffa	Kerouane	0	0
Boffa	Kankan	0	0
Boffa	Kouroussa	0	0
Boffa	Mandiana	0	0
Boffa	Siguiri	0	0
Boffa	Coyah	0	0
Boffa	Dubreka	1	0
Boffa	Forecariah	0	0
Boffa	Kindia	0	0
Boffa	Telimele	1	0
Boffa	Koubia	0	0
Boffa	Lelouma	0	0
Boffa	Labe	0	0
Boffa	Mali	0	0
Boffa	Tougue	0	0
Boffa	Dalaba	0	0
Boffa	Mamou	0	0
Boffa	Pita	0	0
Boffa	Beyla	0	0
Boffa	Gueckedou	0	0
Boffa	Lola	0	0
Boffa	Macenta	0	0
Boffa	Nzerekore	0	0
Boffa	Yamou	0	0
Boffa	Kailahun	0	1
Boffa	Kenema	0	1
Boffa	Kono	0	1
Boffa	Bombali	0	1
Boffa	Kambia	0	1
Boffa	Koinadugu	0	1
Boffa	PortLoko	0	1
Boffa	Tonkolili	0	1
Boffa	Bo	0	1
Boffa	Bonthe	0	1
Boffa	Moyamba	0	1
Boffa	Pujehun	0	1
Boffa	WesternRural	0	1
Boffa	WesternUrban	0	1
Boffa	Gabu	0	1
Boffa	Tombali	0	1
Boke	Fria	0	0
Boke	Gaoual	1	0
Boke	Koundara	0	0
Boke	Conakry	0	0
Boke	Dabola	0	0
Boke	Dinguiraye	0	0
Boke	Faranah	0	0
Boke	Kissidougou	0	0
Boke	Kerouane	0	0
Boke	Kankan	0	0
Boke	Kouroussa	0	0
Boke	Mandiana	0	0
Boke	Siguiri	0	0
Boke	Coyah	0	0
Boke	Dubreka	0	0
Boke	Forecariah	0	0
Boke	Kindia	0	0
Boke	Telimele	1	0
Boke	Koubia	0	0
Boke	Lelouma	0	0
Boke	Labe	0	0
Boke	Mali	0	0
Boke	Tougue	0	0
Boke	Dalaba	0	0
Boke	Mamou	0	0
Boke	Pita	0	0
Boke	Beyla	0	0
Boke	Gueckedou	0	0
Boke	Lola	0	0
Boke	Macenta	0	0
Boke	Nzerekore	0	0
Boke	Yamou	0	0
Boke	Kailahun	0	1
Boke	Kenema	0	1
Boke	Kono	0	1
Boke	Bombali	0	1
Boke	Kambia	0	1
Boke	Koinadugu	0	1
Boke	PortLoko	0	1
Boke	Tonkolili	0	1
Boke	Bo	0	1
Boke	Bonthe	0	1
Boke	Moyamba	0	1
Boke	Pujehun	0	1
Boke	WesternRural	0	1
Boke	WesternUrban	0	1
Boke	Gabu	1	1
Boke	Tombali	1	1
Fria	Gaoual	0	0
Fria	Koundara	0	0
Fria	Conakry	0	0
Fria	Dabola	0	0
Fria	Dinguiraye	0	0
Fria	Faranah	0	0
Fria	Kissidougou	0	0
Fria	Kerouane	0	0
Fria	Kankan	0	0
Fria	Kouroussa	0	0
Fria	Mandiana	0	0
Fria	Siguiri	0	0
Fria	Coyah	0	0
Fria	Dubreka	1	0
Fria	Forecariah	0	0
Fria	Kindia	0	0
Fria	Telimele	1	0
Fria	Koubia	0	0
Fria	Lelouma	0	0
Fria	Labe	0	0
Fria	Mali	0	0
Fria	Tougue	0	0
Fria	Dalaba	0	0
Fria	Mamou	0	0
Fria	Pita	0	0
Fria	Beyla	0	0
Fria	Gueckedou	0	0
Fria	Lola	0	0
Fria	Macenta	0	0
Fria	Nzerekore	0	0
Fria	Yamou	0	0
Fria	Kailahun	0	1
Fria	Kenema	0	1
Fria	Kono	0	1
Fria	Bombali	0	1
Fria	Kambia	0	1
Fria	Koinadugu	0	1
Fria	PortLoko	0	1
Fria	Tonkolili	0	1
Fria	Bo	0	1
Fria	Bonthe	0	1
Fria	Moyamba	0	1
Fria	Pujehun	0	1
Fria	WesternRural	0	1
Fria	WesternUrban	0	1
Fria	Gabu	0	1
Fria	Tombali	0	1
Gaoual	Koundara	1	0
Gaoual	Conakry	0	0
Gaoual	Dabola	0	0
Gaoual	Dinguiraye	0	0
Gaoual	Faranah	0	0
Gaoual	Kissidougou	0	0
Gaoual	Kerouane	0	0
Gaoual	Kankan	0	0
Gaoual	Kouroussa	0	0
Gaoual	Mandiana	0	0
Gaoual	Siguiri	0	0
Gaoual	Coyah	0	0
Gaoual	Dubreka	0	0
Gaoual	Forecariah	0	0
Gaoual	Kindia	0	0
Gaoual	Telimele	1	0
Gaoual	Koubia	0	0
Gaoual	Lelouma	1	0
Gaoual	Labe	0	0
Gaoual	Mali	1	0
Gaoual	Tougue	0	0
Gaoual	Dalaba	0	0
Gaoual	Mamou	0	0
Gaoual	Pita	0	0
Gaoual	Beyla	0	0
Gaoual	Gueckedou	0	0
Gaoual	Lola	0	0
Gaoual	Macenta	0	0
Gaoual	Nzerekore	0	0
Gaoual	Yamou	0	0
Gaoual	Kailahun	0	1
Gaoual	Kenema	0	1
Gaoual	Kono	0	1
Gaoual	Bombali	0	1
Gaoual	Kambia	0	1
Gaoual	Koinadugu	0	1
Gaoual	PortLoko	0	1
Gaoual	Tonkolili	0	1
Gaoual	Bo	0	1
Gaoual	Bonthe	0	1
Gaoual	Moyamba	0	1
Gaoual	Pujehun	0	1
Gaoual	WesternRural	0	1
Gaoual	WesternUrban	0	1
Gaoual	Gabu	1	1
Gaoual	Tombali	0	1
Koundara	Conakry	0	0
Koundara	Dabola	0	0
Koundara	Dinguiraye	0	0
Koundara	Faranah	0	0
Koundara	Kissidougou	0	0
Koundara	Kerouane	0	0
Koundara	Kankan	0	0
Koundara	Kouroussa	0	0
Koundara	Mandiana	0	0
Koundara	Siguiri	0	0
Koundara	Coyah	0	0
Koundara	Dubreka	0	0
Koundara	Forecariah	0	0
Koundara	Kindia	0	0
Koundara	Telimele	0	0
Koundara	Koubia	0	0
Koundara	Lelouma	0	0
Koundara	Labe	0	0
Koundara	Mali	1	0
Koundara	Tougue	0	0
Koundara	Dalaba	0	0
Koundara	Mamou	0	0
Koundara	Pita	0	0
Koundara	Beyla	0	0
Koundara	Gueckedou	0	0
Koundara	Lola	0	0
Koundara	Macenta	0	0
Koundara	Nzerekore	0	0
Koundara	Yamou	0	0
Koundara	Kailahun	0	1
Koundara	Kenema	0	1
Koundara	Kono	0	1
Koundara	Bombali	0	1
Koundara	Kambia	0	1
Koundara	Koinadugu	0	1
Koundara	PortLoko	0	1
Koundara	Tonkolili	0	1
Koundara	Bo	0	1
Koundara	Bonthe	0	1
Koundara	Moyamba	0	1
Koundara	Pujehun	0	1
Koundara	WesternRural	0	1
Koundara	WesternUrban	0	1
Koundara	Gabu	1	1
Koundara	Tombali	0	1
Conakry	Dabola	0	0
Conakry	Dinguiraye	0	0
Conakry	Faranah	0	0
Conakry	Kissidougou	0	0
Conakry	Kerouane	0	0
Conakry	Kankan	0	0
Conakry	Kouroussa	0	0
Conakry	Mandiana	0	0
Conakry	Siguiri	0	0
Conakry	Coyah	1	0
Conakry	Dubreka	0	0
Conakry	Forecariah	1	0
Conakry	Kindia	0	0
Conakry	Telimele	0	0
Conakry	Koubia	0	0
Conakry	Lelouma	0	0
Conakry	Labe	0	0
Conakry	Mali	0	0
Conakry	Tougue	0	0
Conakry	Dalaba	0	0
Conakry	Mamou	0	0
Conakry	Pita	0	0
Conakry	Beyla	0	0
Conakry	Gueckedou	0	0
Conakry	Lola	0	0
Conakry	Macenta	0	0
Conakry	Nzerekore	0	0
Conakry	Yamou	0	0
Conakry	Kailahun	0	1
Conakry	Kenema	0	1
Conakry	Kono	0	1
Conakry	Bombali	0	1
Conakry	Kambia	0	1
Conakry	Koinadugu	0	1
Conakry	PortLoko	0	1
Conakry	Tonkolili	0	1
Conakry	Bo	0	1
Conakry	Bonthe	0	1
Conakry	Moyamba	0	1
Conakry	Pujehun	0	1
Conakry	WesternRural	0	1
Conakry	WesternUrban	0	1
Conakry	Gabu	0	1
Conakry	Tombali	0	1
Dabola	Dinguiraye	1	0
Dabola	Faranah	1	0
Dabola	Kissidougou	0	0
Dabola	Kerouane	0	0
Dabola	Kankan	0	0
Dabola	Kouroussa	1	0
Dabola	Mandiana	0	0
Dabola	Siguiri	0	0
Dabola	Coyah	0	0
Dabola	Dubreka	0	0
Dabola	Forecariah	0	0
Dabola	Kindia	0	0
Dabola	Telimele	0	0
Dabola	Koubia	0	0
Dabola	Lelouma	0	0
Dabola	Labe	0	0
Dabola	Mali	0	0
Dabola	Tougue	0	0
Dabola	Dalaba	0	0
Dabola	Mamou	1	0
Dabola	Pita	0	0
Dabola	Beyla	0	0
Dabola	Gueckedou	0	0
Dabola	Lola	0	0
Dabola	Macenta	0	0
Dabola	Nzerekore	0	0
Dabola	Yamou	0	0
Dabola	Kailahun	0	1
Dabola	Kenema	0	1
Dabola	Kono	0	1
Dabola	Bombali	0	1
Dabola	Kambia	0	1
Dabola	Koinadugu	0	1
Dabola	PortLoko	0	1
Dabola	Tonkolili	0	1
Dabola	Bo	0	1
Dabola	Bonthe	0	1
Dabola	Moyamba	0	1
Dabola	Pujehun	0	1
Dabola	WesternRural	0	1
Dabola	WesternUrban	0	1
Dabola	Gabu	0	1
Dabola	Tombali	0	1
Dinguiraye	Faranah	0	0
Dinguiraye	Kissidougou	0	0
Dinguiraye	Kerouane	0	0
Dinguiraye	Kankan	0	0
Dinguiraye	Kouroussa	1	0
Dinguiraye	Mandiana	0	0
Dinguiraye	Siguiri	1	0
Dinguiraye	Coyah	0	0
Dinguiraye	Dubreka	0	0
Dinguiraye	Forecariah	0	0
Dinguiraye	Kindia	0	0
Dinguiraye	Telimele	0	0
Dinguiraye	Koubia	0	0
Dinguiraye	Lelouma	0	0
Dinguiraye	Labe	0	0
Dinguiraye	Mali	0	0
Dinguiraye	Tougue	1	0
Dinguiraye	Dalaba	0	0
Dinguiraye	Mamou	1	0
Dinguiraye	Pita	0	0
Dinguiraye	Beyla	0	0
Dinguiraye	Gueckedou	0	0
Dinguiraye	Lola	0	0
Dinguiraye	Macenta	0	0
Dinguiraye	Nzerekore	0	0
Dinguiraye	Yamou	0	0
Dinguiraye	Kailahun	0	1
Dinguiraye	Kenema	0	1
Dinguiraye	Kono	0	1
Dinguiraye	Bombali	0	1
Dinguiraye	Kambia	0	1
Dinguiraye	Koinadugu	0	1
Dinguiraye	PortLoko	0	1
Dinguiraye	Tonkolili	0	1
Dinguiraye	Bo	0	1
Dinguiraye	Bonthe	0	1
Dinguiraye	Moyamba	0	1
Dinguiraye	Pujehun	0	1
Dinguiraye	WesternRural	0	1
Dinguiraye	WesternUrban	0	1
Dinguiraye	Gabu	0	1
Dinguiraye	Tombali	0	1
Faranah	Kissidougou	1	0
Faranah	Kerouane	0	0
Faranah	Kankan	0	0
Faranah	Kouroussa	1	0
Faranah	Mandiana	0	0
Faranah	Siguiri	0	0
Faranah	Coyah	0	0
Faranah	Dubreka	0	0
Faranah	Forecariah	0	0
Faranah	Kindia	0	0
Faranah	Telimele	0	0
Faranah	Koubia	0	0
Faranah	Lelouma	0	0
Faranah	Labe	0	0
Faranah	Mali	0	0
Faranah	Tougue	0	0
Faranah	Dalaba	0	0
Faranah	Mamou	1	0
Faranah	Pita	0	0
Faranah	Beyla	0	0
Faranah	Gueckedou	1	0
Faranah	Lola	0	0
Faranah	Macenta	0	0
Faranah	Nzerekore	0	0
Faranah	Yamou	0	0
Faranah	Kailahun	0	1
Faranah	Kenema	0	1
Faranah	Kono	0	1
Faranah	Bombali	0	1
Faranah	Kambia	0	1
Faranah	Koinadugu	1	1
Faranah	PortLoko	0	1
Faranah	Tonkolili	0	1
Faranah	Bo	0	1
Faranah	Bonthe	0	1
Faranah	Moyamba	0	1
Faranah	Pujehun	0	1
Faranah	WesternRural	0	1
Faranah	WesternUrban	0	1
Faranah	Gabu	0	1
Faranah	Tombali	0	1
Kissidougou	Kerouane	1	0
Kissidougou	Kankan	1	0
Kissidougou	Kouroussa	1	0
Kissidougou	Mandiana	0	0
Kissidougou	Siguiri	0	0
Kissidougou	Coyah	0	0
Kissidougou	Dubreka	0	0
Kissidougou	Forecariah	0	0
Kissidougou	Kindia	0	0
Kissidougou	Telimele	0	0
Kissidougou	Koubia	0	0
Kissidougou	Lelouma	0	0
Kissidougou	Labe	0	0
Kissidougou	Mali	0	0
Kissidougou	Tougue	0	0
Kissidougou	Dalaba	0	0
Kissidougou	Mamou	0	0
Kissidougou	Pita	0	0
Kissidougou	Beyla	0	0
Kissidougou	Gueckedou	1	0
Kissidougou	Lola	0	0
Kissidougou	Macenta	1	0
Kissidougou	Nzerekore	0	0
Kissidougou	Yamou	0	0
Kissidougou	Kailahun	0	1
Kissidougou	Kenema	0	1
Kissidougou	Kono	0	1
Kissidougou	Bombali	0	1
Kissidougou	Kambia	0	1
Kissidougou	Koinadugu	0	1
Kissidougou	PortLoko	0	1
Kissidougou	Tonkolili	0	1
Kissidougou	Bo	0	1
Kissidougou	Bonthe	0	1
Kissidougou	Moyamba	0	1
Kissidougou	Pujehun	0	1
Kissidougou	WesternRural	0	1
Kissidougou	WesternUrban	0	1
Kissidougou	Gabu	0	1
Kissidougou	Tombali	0	1
Kerouane	Kankan	1	0
Kerouane	Kouroussa	0	0
Kerouane	Mandiana	0	0
Kerouane	Siguiri	0	0
Kerouane	Coyah	0	0
Kerouane	Dubreka	0	0
Kerouane	Forecariah	0	0
Kerouane	Kindia	0	0
Kerouane	Telimele	0	0
Kerouane	Koubia	0	0
Kerouane	Lelouma	0	0
Kerouane	Labe	0	0
Kerouane	Mali	0	0
Kerouane	Tougue	0	0
Kerouane	Dalaba	0	0
Kerouane	Mamou	0	0
Kerouane	Pita	0	0
Kerouane	Beyla	1	0
Kerouane	Gueckedou	0	0
Kerouane	Lola	0	0
Kerouane	Macenta	1	0
Kerouane	Nzerekore	0	0
Kerouane	Yamou	0	0
Kerouane	Kailahun	0	1
Kerouane	Kenema	0	1
Kerouane	Kono	0	1
Kerouane	Bombali	0	1
Kerouane	Kambia	0	1
Kerouane	Koinadugu	0	1
Kerouane	PortLoko	0	1
Kerouane	Tonkolili	0	1
Kerouane	Bo	0	1
Kerouane	Bonthe	0	1
Kerouane	Moyamba	0	1
Kerouane	Pujehun	0	1
Kerouane	WesternRural	0	1
Kerouane	WesternUrban	0	1
Kerouane	Gabu	0	1
Kerouane	Tombali	0	1
Kankan	Kouroussa	1	0
Kankan	Mandiana	1	0
Kankan	Siguiri	1	0
Kankan	Coyah	0	0
Kankan	Dubreka	0	0
Kankan	Forecariah	0	0
Kankan	Kindia	0	0
Kankan	Telimele	0	0
Kankan	Koubia	0	0
Kankan	Lelouma	0	0
Kankan	Labe	0	0
Kankan	Mali	0	0
Kankan	Tougue	0	0
Kankan	Dalaba	0	0
Kankan	Mamou	0	0
Kankan	Pita	0	0
Kankan	Beyla	1	0
Kankan	Gueckedou	0	0
Kankan	Lola	0	0
Kankan	Macenta	0	0
Kankan	Nzerekore	0	0
Kankan	Yamou	0	0
Kankan	Kailahun	0	1
Kankan	Kenema	0	1
Kankan	Kono	0	1
Kankan	Bombali	0	1
Kankan	Kambia	0	1
Kankan	Koinadugu	0	1
Kankan	PortLoko	0	1
Kankan	Tonkolili	0	1
Kankan	Bo	0	1
Kankan	Bonthe	0	1
Kankan	Moyamba	0	1
Kankan	Pujehun	0	1
Kankan	WesternRural	0	1
Kankan	WesternUrban	0	1
Kankan	Gabu	0	1
Kankan	Tombali	0	1
Kouroussa	Mandiana	0	0
Kouroussa	Siguiri	1	0
Kouroussa	Coyah	0	0
Kouroussa	Dubreka	0	0
Kouroussa	Forecariah	0	0
Kouroussa	Kindia	0	0
Kouroussa	Telimele	0	0
Kouroussa	Koubia	0	0
Kouroussa	Lelouma	0	0
Kouroussa	Labe	0	0
Kouroussa	Mali	0	0
Kouroussa	Tougue	0	0
Kouroussa	Dalaba	0	0
Kouroussa	Mamou	0	0
Kouroussa	Pita	0	0
Kouroussa	Beyla	0	0
Kouroussa	Gueckedou	0	0
Kouroussa	Lola	0	0
Kouroussa	Macenta	0	0
Kouroussa	Nzerekore	0	0
Kouroussa	Yamou	0	0
Kouroussa	Kailahun	0	1
Kouroussa	Kenema	0	1
Kouroussa	Kono	0	1
Kouroussa	Bombali	0	1
Kouroussa	Kambia	0	1
Kouroussa	Koinadugu	0	1
Kouroussa	PortLoko	0	1
Kouroussa	Tonkolili	0	1
Kouroussa	Bo	0	1
Kouroussa	Bonthe	0	1
Kouroussa	Moyamba	0	1
Kouroussa	Pujehun	0	1
Kouroussa	WesternRural	0	1
Kouroussa	WesternUrban	0	1
Kouroussa	Gabu	0	1
Kouroussa	Tombali	0	1
Mandiana	Siguiri	1	0
Mandiana	Coyah	0	0
Mandiana	Dubreka	0	0
Mandiana	Forecariah	0	0
Mandiana	Kindia	0	0
Mandiana	Telimele	0	0
Mandiana	Koubia	0	0
Mandiana	Lelouma	0	0
Mandiana	Labe	0	0
Mandiana	Mali	0	0
Mandiana	Tougue	0	0
Mandiana	Dalaba	0	0
Mandiana	Mamou	0	0
Mandiana	Pita	0	0
Mandiana	Beyla	0	0
Mandiana	Gueckedou	0	0
Mandiana	Lola	0	0
Mandiana	Macenta	0	0
Mandiana	Nzerekore	0	0
Mandiana	Yamou	0	0
Mandiana	Kailahun	0	1
Mandiana	Kenema	0	1
Mandiana	Kono	0	1
Mandiana	Bombali	0	1
Mandiana	Kambia	0	1
Mandiana	Koinadugu	0	1
Mandiana	PortLoko	0	1
Mandiana	Tonkolili	0	1
Mandiana	Bo	0	1
Mandiana	Bonthe	0	1
Mandiana	Moyamba	0	1
Mandiana	Pujehun	0	1
Mandiana	WesternRural	0	1
Mandiana	WesternUrban	0	1
Mandiana	Gabu	0	1
Mandiana	Tombali	0	1
Siguiri	Coyah	0	0
Siguiri	Dubreka	0	0
Siguiri	Forecariah	0	0
Siguiri	Kindia	0	0
Siguiri	Telimele	0	0
Siguiri	Koubia	0	0
Siguiri	Lelouma	0	0
Siguiri	Labe	0	0
Siguiri	Mali	0	0
Siguiri	Tougue	0	0
Siguiri	Dalaba	0	0
Siguiri	Mamou	0	0
Siguiri	Pita	0	0
Siguiri	Beyla	0	0
Siguiri	Gueckedou	0	0
Siguiri	Lola	0	0
Siguiri	Macenta	0	0
Siguiri	Nzerekore	0	0
Siguiri	Yamou	0	0
Siguiri	Kailahun	0	1
Siguiri	Kenema	0	1
Siguiri	Kono	0	1
Siguiri	Bombali	0	1
Siguiri	Kambia	0	1
Siguiri	Koinadugu	0	1
Siguiri	PortLoko	0	1
Siguiri	Tonkolili	0	1
Siguiri	Bo	0	1
Siguiri	Bonthe	0	1
Siguiri	Moyamba	0	1
Siguiri	Pujehun	0	1
Siguiri	WesternRural	0	1
Siguiri	WesternUrban	0	1
Siguiri	Gabu	0	1
Siguiri	Tombali	0	1
Coyah	Dubreka	1	0
Coyah	Forecariah	1	0
Coyah	Kindia	1	0
Coyah	Telimele	0	0
Coyah	Koubia	0	0
Coyah	Lelouma	0	0
Coyah	Labe	0	0
Coyah	Mali	0	0
Coyah	Tougue	0	0
Coyah	Dalaba	0	0
Coyah	Mamou	0	0
Coyah	Pita	0	0
Coyah	Beyla	0	0
Coyah	Gueckedou	0	0
Coyah	Lola	0	0
Coyah	Macenta	0	0
Coyah	Nzerekore	0	0
Coyah	Yamou	0	0
Coyah	Kailahun	0	1
Coyah	Kenema	0	1
Coyah	Kono	0	1
Coyah	Bombali	0	1
Coyah	Kambia	0	1
Coyah	Koinadugu	0	1
Coyah	PortLoko	0	1
Coyah	Tonkolili	0	1
Coyah	Bo	0	1
Coyah	Bonthe	0	1
Coyah	Moyamba	0	1
Coyah	Pujehun	0	1
Coyah	WesternRural	0	1
Coyah	WesternUrban	0	1
Coyah	Gabu	0	1
Coyah	Tombali	0	1
Dubreka	Forecariah	0	0
Dubreka	Kindia	1	0
Dubreka	Telimele	1	0
Dubreka	Koubia	0	0
Dubreka	Lelouma	0	0
Dubreka	Labe	0	0
Dubreka	Mali	0	0
Dubreka	Tougue	0	0
Dubreka	Dalaba	0	0
Dubreka	Mamou	0	0
Dubreka	Pita	0	0
Dubreka	Beyla	0	0
Dubreka	Gueckedou	0	0
Dubreka	Lola	0	0
Dubreka	Macenta	0	0
Dubreka	Nzerekore	0	0
Dubreka	Yamou	0	0
Dubreka	Kailahun	0	1
Dubreka	Kenema	0	1
Dubreka	Kono	0	1
Dubreka	Bombali	0	1
Dubreka	Kambia	0	1
Dubreka	Koinadugu	0	1
Dubreka	PortLoko	0	1
Dubreka	Tonkolili	0	1
Dubreka	Bo	0	1
Dubreka	Bonthe	0	1
Dubreka	Moyamba	0	1
Dubreka	Pujehun	0	1
Dubreka	WesternRural	0	1
Dubreka	WesternUrban	0	1
Dubreka	Gabu	0	1
Dubreka	Tombali	0	1
Forecariah	Kindia	1	0
Forecariah	Telimele	0	0
Forecariah	Koubia	0	0
Forecariah	Lelouma	0	0
Forecariah	Labe	0	0
Forecariah	Mali	0	0
Forecariah	Tougue	0	0
Forecariah	Dalaba	0	0
Forecariah	Mamou	0	0
Forecariah	Pita	0	0
Forecariah	Beyla	0	0
Forecariah	Gueckedou	0	0
Forecariah	Lola	0	0
Forecariah	Macenta	0	0
Forecariah	Nzerekore	0	0
Forecariah	Yamou	0	0
Forecariah	Kailahun	0	1
Forecariah	Kenema	0	1
Forecariah	Kono	0	1
Forecariah	Bombali	1	1
Forecariah	Kambia	1	1
Forecariah	Koinadugu	0	1
Forecariah	PortLoko	0	1
Forecariah	Tonkolili	0	1
Forecariah	Bo	0	1
Forecariah	Bonthe	0	1
Forecariah	Moyamba	0	1
Forecariah	Pujehun	0	1
Forecariah	WesternRural	0	1
Forecariah	WesternUrban	0	1
Forecariah	Gabu	0	1
Forecariah	Tombali	0	1
