locA	locB	share border	is international
Kabadougou	Kankan	1	1
Kabadougou	Kouroussa	0	1
Kabadougou	Mandiana	0	1
Kabadougou	Siguiri	0	1
Kabadougou	Coyah	0	1
Kabadougou	Dubreka	0	1
Kabadougou	Forecariah	0	1
Kabadougou	Kindia	0	1
Kabadougou	Telimele	0	1
Kabadougou	Koubia	0	1
Kabadougou	Lelouma	0	1
Kabadougou	Labe	0	1
Kabadougou	Mali	0	1
Kabadougou	Tougue	0	1
Kabadougou	Dalaba	0	1
Kabadougou	Mamou	0	1
Kabadougou	Pita	0	1
Kabadougou	Beyla	1	1
Kabadougou	Gueckedou	0	1
Kabadougou	Lola	0	1
Kabadougou	Macenta	0	1
Kabadougou	Nzerekore	0	1
Kabadougou	Yamou	0	1
Kabadougou	Kailahun	0	1
Kabadougou	Kenema	0	1
Kabadougou	Kono	0	1
Kabadougou	Bombali	0	1
Kabadougou	Kambia	0	1
Kabadougou	Koinadugu	0	1
Kabadougou	PortLoko	0	1
Kabadougou	Tonkolili	0	1
Kabadougou	Bo	0	1
Kabadougou	Bonthe	0	1
Kabadougou	Moyamba	0	1
Kabadougou	Pujehun	0	1
Kabadougou	WesternRural	0	1
Kabadougou	WesternUrban	0	1
Kabadougou	Gabu	0	1
Kabadougou	Tombali	0	1
Cavally	Tonkpi	1	0
Cavally	Bafing	0	0
Cavally	Bomi	0	1
Cavally	Bong	0	1
Cavally	Gbarpolu	0	1
Cavally	GrandCapeMount	0	1
Cavally	GrandBassa	0	1
Cavally	GrandGedeh	1	1
Cavally	GrandKru	0	1
Cavally	Lofa	0	1
Cavally	Margibi	0	1
Cavally	Maryland	0	1
Cavally	Montserrado	0	1
Cavally	Nimba	1	1
Cavally	RiverCess	0	1
Cavally	RiverGee	0	1
Cavally	Sinoe	0	1
Cavally	Boffa	0	1
Cavally	Boke	0	1
Cavally	Fria	0	1
Cavally	Gaoual	0	1
Cavally	Koundara	0	1
Cavally	Conakry	0	1
Cavally	Dabola	0	1
Cavally	Dinguiraye	0	1
Cavally	Faranah	0	1
Cavally	Kissidougou	0	1
Cavally	Kerouane	0	1
Cavally	Kankan	0	1
Cavally	Kouroussa	0	1
Cavally	Mandiana	0	1
Cavally	Siguiri	0	1
Cavally	Coyah	0	1
Cavally	Dubreka	0	1
Cavally	Forecariah	0	1
Cavally	Kindia	0	1
Cavally	Telimele	0	1
Cavally	Koubia	0	1
Cavally	Lelouma	0	1
Cavally	Labe	0	1
Cavally	Mali	0	1
Cavally	Tougue	0	1
Cavally	Dalaba	0	1
Cavally	Mamou	0	1
Cavally	Pita	0	1
Cavally	Beyla	0	1
Cavally	Gueckedou	0	1
Cavally	Lola	0	1
Cavally	Macenta	0	1
Cavally	Nzerekore	0	1
Cavally	Yamou	0	1
Cavally	Kailahun	0	1
Cavally	Kenema	0	1
Cavally	Kono	0	1
Cavally	Bombali	0	1
Cavally	Kambia	0	1
Cavally	Koinadugu	0	1
Cavally	PortLoko	0	1
Cavally	Tonkolili	0	1
Cavally	Bo	0	1
Cavally	Bonthe	0	1
Cavally	Moyamba	0	1
Cavally	Pujehun	0	1
Cavally	WesternRural	0	1
Cavally	WesternUrban	0	1
Cavally	Gabu	0	1
Cavally	Tombali	0	1
Tonkpi	Bafing	1	0
Tonkpi	Bomi	0	1
Tonkpi	Bong	0	1
Tonkpi	Gbarpolu	0	1
Tonkpi	GrandCapeMount	0	1
Tonkpi	GrandBassa	0	1
Tonkpi	GrandGedeh	0	1
Tonkpi	GrandKru	0	1
Tonkpi	Lofa	0	1
Tonkpi	Margibi	0	1
Tonkpi	Maryland	0	1
Tonkpi	Montserrado	0	1
Tonkpi	Nimba	1	1
Tonkpi	RiverCess	0	1
Tonkpi	RiverGee	0	1
Tonkpi	Sinoe	0	1
Tonkpi	Boffa	0	1
Tonkpi	Boke	0	1
Tonkpi	Fria	0	1
Tonkpi	Gaoual	0	1
Tonkpi	Koundara	0	1
Tonkpi	Conakry	0	1
Tonkpi	Dabola	0	1
Tonkpi	Dinguiraye	0	1
Tonkpi	Faranah	0	1
Tonkpi	Kissidougou	0	1
Tonkpi	Kerouane	0	1
Tonkpi	Kankan	0	1
Tonkpi	Kouroussa	0	1
Tonkpi	Mandiana	0	1
Tonkpi	Siguiri	0	1
Tonkpi	Coyah	0	1
Tonkpi	Dubreka	0	1
Tonkpi	Forecariah	0	1
Tonkpi	Kindia	0	1
Tonkpi	Telimele	0	1
Tonkpi	Koubia	0	1
Tonkpi	Lelouma	0	1
Tonkpi	Labe	0	1
Tonkpi	Mali	0	1
Tonkpi	Tougue	0	1
Tonkpi	Dalaba	0	1
Tonkpi	Mamou	0	1
Tonkpi	Pita	0	1
Tonkpi	Beyla	0	1
Tonkpi	Gueckedou	0	1
Tonkpi	Lola	1	1
Tonkpi	Macenta	0	1
Tonkpi	Nzerekore	0	1
Tonkpi	Yamou	0	1
Tonkpi	Kailahun	0	1
Tonkpi	Kenema	0	1
Tonkpi	Kono	0	1
Tonkpi	Bombali	0	1
Tonkpi	Kambia	0	1
Tonkpi	Koinadugu	0	1
Tonkpi	PortLoko	0	1
Tonkpi	Tonkolili	0	1
Tonkpi	Bo	0	1
Tonkpi	Bonthe	0	1
Tonkpi	Moyamba	0	1
Tonkpi	Pujehun	0	1
Tonkpi	WesternRural	0	1
Tonkpi	WesternUrban	0	1
Tonkpi	Gabu	0	1
Tonkpi	Tombali	0	1
Bafing	Bomi	0	1
Bafing	Bong	0	1
Bafing	Gbarpolu	0	1
Bafing	GrandCapeMount	0	1
Bafing	GrandBassa	0	1
Bafing	GrandGedeh	0	1
Bafing	GrandKru	0	1
Bafing	Lofa	0	1
Bafing	Margibi	0	1
Bafing	Maryland	0	1
Bafing	Montserrado	0	1
Bafing	Nimba	0	1
Bafing	RiverCess	0	1
Bafing	RiverGee	0	1
Bafing	Sinoe	0	1
Bafing	Boffa	0	1
Bafing	Boke	0	1
Bafing	Fria	0	1
Bafing	Gaoual	0	1
Bafing	Koundara	0	1
Bafing	Conakry	0	1
Bafing	Dabola	0	1
Bafing	Dinguiraye	0	1
Bafing	Faranah	0	1
Bafing	Kissidougou	0	1
Bafing	Kerouane	0	1
Bafing	Kankan	0	1
Bafing	Kouroussa	0	1
Bafing	Mandiana	0	1
Bafing	Siguiri	0	1
Bafing	Coyah	0	1
Bafing	Dubreka	0	1
Bafing	Forecariah	0	1
Bafing	Kindia	0	1
Bafing	Telimele	0	1
Bafing	Koubia	0	1
Bafing	Lelouma	0	1
Bafing	Labe	0	1
Bafing	Mali	0	1
Bafing	Tougue	0	1
Bafing	Dalaba	0	1
Bafing	Mamou	0	1
Bafing	Pita	0	1
Bafing	Beyla	1	1
Bafing	Gueckedou	0	1
Bafing	Lola	1	1
Bafing	Macenta	0	1
Bafing	Nzerekore	0	1
Bafing	Yamou	0	1
Bafing	Kailahun	0	1
Bafing	Kenema	0	1
Bafing	Kono	0	1
Bafing	Bombali	0	1
Bafing	Kambia	0	1
Bafing	Koinadugu	0	1
Bafing	PortLoko	0	1
Bafing	Tonkolili	0	1
Bafing	Bo	0	1
Bafing	Bonthe	0	1
Bafing	Moyamba	0	1
Bafing	Pujehun	0	1
Bafing	WesternRural	0	1
Bafing	WesternUrban	0	1
Bafing	Gabu	0	1
Bafing	Tombali	0	1
Bomi	Bong	1	0
Bomi	Gbarpolu	1	0
Bomi	GrandCapeMount	1	0
Bomi	GrandBassa	0	0
Bomi	GrandGedeh	0	0
Bomi	GrandKru	0	0
Bomi	Lofa	0	0
Bomi	Margibi	0	0
Bomi	Maryland	0	0
Bomi	Montserrado	1	0
Bomi	Nimba	0	0
Bomi	RiverCess	0	0
Bomi	RiverGee	0	0
Bomi	Sinoe	0	0
Bomi	Boffa	0	1
Bomi	Boke	0	1
Bomi	Fria	0	1
Bomi	Gaoual	0	1
Bomi	Koundara	0	1
Bomi	Conakry	0	1
Bomi	Dabola	0	1
Bomi	Dinguiraye	0	1
Bomi	Faranah	0	1
Bomi	Kissidougou	0	1
Bomi	Kerouane	0	1
Bomi	Kankan	0	1
Bomi	Kouroussa	0	1
Bomi	Mandiana	0	1
Bomi	Siguiri	0	1
Bomi	Coyah	0	1
Bomi	Dubreka	0	1
Bomi	Forecariah	0	1
Bomi	Kindia	0	1
Bomi	Telimele	0	1
Bomi	Koubia	0	1
Bomi	Lelouma	0	1
Bomi	Labe	0	1
Bomi	Mali	0	1
Bomi	Tougue	0	1
Bomi	Dalaba	0	1
Bomi	Mamou	0	1
Bomi	Pita	0	1
Bomi	Beyla	0	1
Bomi	Gueckedou	0	1
Bomi	Lola	0	1
Bomi	Macenta	0	1
Bomi	Nzerekore	0	1
Bomi	Yamou	0	1
Bomi	Kailahun	0	1
Bomi	Kenema	0	1
Bomi	Kono	0	1
Bomi	Bombali	0	1
Bomi	Kambia	0	1
Bomi	Koinadugu	0	1
Bomi	PortLoko	0	1
Bomi	Tonkolili	0	1
Bomi	Bo	0	1
Bomi	Bonthe	0	1
Bomi	Moyamba	0	1
Bomi	Pujehun	0	1
Bomi	WesternRural	0	1
Bomi	WesternUrban	0	1
Bomi	Gabu	0	1
Bomi	Tombali	0	1
Bong	Gbarpolu	1	0
Bong	GrandCapeMount	0	0
Bong	GrandBassa	1	0
Bong	GrandGedeh	0	0
Bong	GrandKru	0	0
Bong	Lofa	1	0
Bong	Margibi	1	0
Bong	Maryland	0	0
Bong	Montserrado	1	0
Bong	Nimba	1	0
Bong	RiverCess	0	0
Bong	RiverGee	0	0
Bong	Sinoe	0	0
Bong	Boffa	0	1
Bong	Boke	0	1
Bong	Fria	0	1
Bong	Gaoual	0	1
Bong	Koundara	0	1
Bong	Conakry	0	1
Bong	Dabola	0	1
Bong	Dinguiraye	0	1
Bong	Faranah	0	1
Bong	Kissidougou	0	1
Bong	Kerouane	0	1
Bong	Kankan	0	1
Bong	Kouroussa	0	1
Bong	Mandiana	0	1
Bong	Siguiri	0	1
Bong	Coyah	0	1
Bong	Dubreka	0	1
Bong	Forecariah	0	1
Bong	Kindia	0	1
Bong	Telimele	0	1
Bong	Koubia	0	1
Bong	Lelouma	0	1
Bong	Labe	0	1
Bong	Mali	0	1
Bong	Tougue	0	1
Bong	Dalaba	0	1
Bong	Mamou	0	1
Bong	Pita	0	1
Bong	Beyla	0	1
Bong	Gueckedou	0	1
Bong	Lola	0	1
Bong	Macenta	0	1
Bong	Nzerekore	0	1
Bong	Yamou	1	1
Bong	Kailahun	0	1
Bong	Kenema	0	1
Bong	Kono	0	1
Bong	Bombali	0	1
Bong	Kambia	0	1
Bong	Koinadugu	0	1
Bong	PortLoko	0	1
Bong	Tonkolili	0	1
Bong	Bo	0	1
Bong	Bonthe	0	1
Bong	Moyamba	0	1
Bong	Pujehun	0	1
Bong	WesternRural	0	1
Bong	WesternUrban	0	1
Bong	Gabu	0	1
Bong	Tombali	0	1
Gbarpolu	GrandCapeMount	1	0
Gbarpolu	GrandBassa	0	0
Gbarpolu	GrandGedeh	0	0
Gbarpolu	GrandKru	0	0
Gbarpolu	Lofa	1	0
Gbarpolu	Margibi	0	0
Gbarpolu	Maryland	0	0
Gbarpolu	Montserrado	1	0
Gbarpolu	Nimba	0	0
Gbarpolu	RiverCess	0	0
Gbarpolu	RiverGee	0	0
Gbarpolu	Sinoe	0	0
Gbarpolu	Boffa	0	1
Gbarpolu	Boke	0	1
Gbarpolu	Fria	0	1
Gbarpolu	Gaoual	0	1
Gbarpolu	Koundara	0	1
Gbarpolu	Conakry	0	1
Gbarpolu	Dabola	0	1
Gbarpolu	Dinguiraye	0	1
Gbarpolu	Faranah	0	1
Gbarpolu	Kissidougou	0	1
Gbarpolu	Kerouane	0	1
Gbarpolu	Kankan	0	1
Gbarpolu	Kouroussa	0	1
Gbarpolu	Mandiana	0	1
Gbarpolu	Siguiri	0	1
Gbarpolu	Coyah	0	1
Gbarpolu	Dubreka	0	1
Gbarpolu	Forecariah	0	1
Gbarpolu	Kindia	0	1
Gbarpolu	Telimele	0	1
Gbarpolu	Koubia	0	1
Gbarpolu	Lelouma	0	1
Gbarpolu	Labe	0	1
Gbarpolu	Mali	0	1
Gbarpolu	Tougue	0	1
Gbarpolu	Dalaba	0	1
Gbarpolu	Mamou	0	1
Gbarpolu	Pita	0	1
Gbarpolu	Beyla	0	1
Gbarpolu	Gueckedou	0	1
Gbarpolu	Lola	0	1
Gbarpolu	Macenta	0	1
Gbarpolu	Nzerekore	0	1
Gbarpolu	Yamou	0	1
Gbarpolu	Kailahun	1	1
Gbarpolu	Kenema	1	1
Gbarpolu	Kono	0	1
Gbarpolu	Bombali	0	1
Gbarpolu	Kambia	0	1
Gbarpolu	Koinadugu	0	1
Gbarpolu	PortLoko	0	1
Gbarpolu	Tonkolili	0	1
Gbarpolu	Bo	0	1
Gbarpolu	Bonthe	0	1
Gbarpolu	Moyamba	0	1
Gbarpolu	Pujehun	0	1
Gbarpolu	WesternRural	0	1
Gbarpolu	WesternUrban	0	1
Gbarpolu	Gabu	0	1
Gbarpolu	Tombali	0	1
GrandCapeMount	GrandBassa	0	0
GrandCapeMount	GrandGedeh	0	0
GrandCapeMount	GrandKru	0	0
GrandCapeMount	Lofa	0	0
GrandCapeMount	Margibi	0	0
GrandCapeMount	Maryland	0	0
GrandCapeMount	Montserrado	0	0
GrandCapeMount	Nimba	0	0
GrandCapeMount	RiverCess	0	0
GrandCapeMount	RiverGee	0	0
GrandCapeMount	Sinoe	0	0
GrandCapeMount	Boffa	0	1
GrandCapeMount	Boke	0	1
GrandCapeMount	Fria	0	1
GrandCapeMount	Gaoual	0	1
GrandCapeMount	Koundara	0	1
GrandCapeMount	Conakry	0	1
GrandCapeMount	Dabola	0	1
GrandCapeMount	Dinguiraye	0	1
GrandCapeMount	Faranah	0	1
GrandCapeMount	Kissidougou	0	1
GrandCapeMount	Kerouane	0	1
GrandCapeMount	Kankan	0	1
GrandCapeMount	Kouroussa	0	1
GrandCapeMount	Mandiana	0	1
GrandCapeMount	Siguiri	0	1
GrandCapeMount	Coyah	0	1
GrandCapeMount	Dubreka	0	1
GrandCapeMount	Forecariah	0	1
GrandCapeMount	Kindia	0	1
GrandCapeMount	Telimele	0	1
GrandCapeMount	Koubia	0	1
GrandCapeMount	Lelouma	0	1
GrandCapeMount	Labe	0	1
GrandCapeMount	Mali	0	1
GrandCapeMount	Tougue	0	1
GrandCapeMount	Dalaba	0	1
GrandCapeMount	Mamou	0	1
GrandCapeMount	Pita	0	1
GrandCapeMount	Beyla	0	1
GrandCapeMount	Gueckedou	0	1
GrandCapeMount	Lola	0	1
GrandCapeMount	Macenta	0	1
GrandCapeMount	Nzerekore	0	1
GrandCapeMount	Yamou	0	1
GrandCapeMount	Kailahun	0	1
GrandCapeMount	Kenema	1	1
GrandCapeMount	Kono	0	1
GrandCapeMount	Bombali	0	1
GrandCapeMount	Kambia	0	1
GrandCapeMount	Koinadugu	0	1
GrandCapeMount	PortLoko	0	1
GrandCapeMount	Tonkolili	0	1
GrandCapeMount	Bo	0	1
GrandCapeMount	Bonthe	0	1
GrandCapeMount	Moyamba	0	1
GrandCapeMount	Pujehun	1	1
GrandCapeMount	WesternRural	0	1
GrandCapeMount	WesternUrban	0	1
GrandCapeMount	Gabu	0	1
GrandCapeMount	Tombali	0	1
GrandBassa	GrandGedeh	0	0
GrandBassa	GrandKru	0	0
GrandBassa	Lofa	0	0
GrandBassa	Margibi	1	0
GrandBassa	Maryland	0	0
GrandBassa	Montserrado	0	0
GrandBassa	Nimba	1	0
GrandBassa	RiverCess	1	0
GrandBassa	RiverGee	0	0
GrandBassa	Sinoe	0	0
GrandBassa	Boffa	0	1
GrandBassa	Boke	0	1
GrandBassa	Fria	0	1
GrandBassa	Gaoual	0	1
GrandBassa	Koundara	0	1
GrandBassa	Conakry	0	1
GrandBassa	Dabola	0	1
GrandBassa	Dinguiraye	0	1
GrandBassa	Faranah	0	1
GrandBassa	Kissidougou	0	1
GrandBassa	Kerouane	0	1
GrandBassa	Kankan	0	1
GrandBassa	Kouroussa	0	1
GrandBassa	Mandiana	0	1
GrandBassa	Siguiri	0	1
GrandBassa	Coyah	0	1
GrandBassa	Dubreka	0	1
GrandBassa	Forecariah	0	1
GrandBassa	Kindia	0	1
GrandBassa	Telimele	0	1
GrandBassa	Koubia	0	1
GrandBassa	Lelouma	0	1
GrandBassa	Labe	0	1
GrandBassa	Mali	0	1
GrandBassa	Tougue	0	1
GrandBassa	Dalaba	0	1
GrandBassa	Mamou	0	1
GrandBassa	Pita	0	1
GrandBassa	Beyla	0	1
GrandBassa	Gueckedou	0	1
GrandBassa	Lola	0	1
GrandBassa	Macenta	0	1
GrandBassa	Nzerekore	0	1
GrandBassa	Yamou	0	1
GrandBassa	Kailahun	0	1
GrandBassa	Kenema	0	1
GrandBassa	Kono	0	1
GrandBassa	Bombali	0	1
GrandBassa	Kambia	0	1
GrandBassa	Koinadugu	0	1
GrandBassa	PortLoko	0	1
GrandBassa	Tonkolili	0	1
GrandBassa	Bo	0	1
GrandBassa	Bonthe	0	1
GrandBassa	Moyamba	0	1
GrandBassa	Pujehun	0	1
GrandBassa	WesternRural	0	1
GrandBassa	WesternUrban	0	1
GrandBassa	Gabu	0	1
GrandBassa	Tombali	0	1
GrandGedeh	GrandKru	0	0
GrandGedeh	Lofa	0	0
GrandGedeh	Margibi	0	0
GrandGedeh	Maryland	0	0
GrandGedeh	Montserrado	0	0
GrandGedeh	Nimba	1	0
GrandGedeh	RiverCess	1	0
GrandGedeh	RiverGee	1	0
GrandGedeh	Sinoe	1	0
GrandGedeh	Boffa	0	1
GrandGedeh	Boke	0	1
GrandGedeh	Fria	0	1
GrandGedeh	Gaoual	0	1
GrandGedeh	Koundara	0	1
GrandGedeh	Conakry	0	1
GrandGedeh	Dabola	0	1
GrandGedeh	Dinguiraye	0	1
GrandGedeh	Faranah	0	1
GrandGedeh	Kissidougou	0	1
GrandGedeh	Kerouane	0	1
GrandGedeh	Kankan	0	1
GrandGedeh	Kouroussa	0	1
GrandGedeh	Mandiana	0	1
GrandGedeh	Siguiri	0	1
GrandGedeh	Coyah	0	1
GrandGedeh	Dubreka	0	1
GrandGedeh	Forecariah	0	1
GrandGedeh	Kindia	0	1
GrandGedeh	Telimele	0	1
GrandGedeh	Koubia	0	1
GrandGedeh	Lelouma	0	1
GrandGedeh	Labe	0	1
GrandGedeh	Mali	0	1
GrandGedeh	Tougue	0	1
GrandGedeh	Dalaba	0	1
GrandGedeh	Mamou	0	1
GrandGedeh	Pita	0	1
GrandGedeh	Beyla	0	1
GrandGedeh	Gueckedou	0	1
GrandGedeh	Lola	0	1
GrandGedeh	Macenta	0	1
GrandGedeh	Nzerekore	0	1
GrandGedeh	Yamou	0	1
GrandGedeh	Kailahun	0	1
GrandGedeh	Kenema	0	1
GrandGedeh	Kono	0	1
GrandGedeh	Bombali	0	1
GrandGedeh	Kambia	0	1
GrandGedeh	Koinadugu	0	1
GrandGedeh	PortLoko	0	1
GrandGedeh	Tonkolili	0	1
GrandGedeh	Bo	0	1
GrandGedeh	Bonthe	0	1
GrandGedeh	Moyamba	0	1
GrandGedeh	Pujehun	0	1
GrandGedeh	WesternRural	0	1
GrandGedeh	WesternUrban	0	1
GrandGedeh	Gabu	0	1
GrandGedeh	Tombali	0	1
GrandKru	Lofa	0	0
GrandKru	Margibi	0	0
GrandKru	Maryland	1	0
GrandKru	Montserrado	0	0
GrandKru	Nimba	0	0
GrandKru	RiverCess	0	0
GrandKru	RiverGee	1	0
GrandKru	Sinoe	1	0
GrandKru	Boffa	0	1
GrandKru	Boke	0	1
GrandKru	Fria	0	1
GrandKru	Gaoual	0	1
GrandKru	Koundara	0	1
GrandKru	Conakry	0	1
GrandKru	Dabola	0	1
GrandKru	Dinguiraye	0	1
GrandKru	Faranah	0	1
GrandKru	Kissidougou	0	1
GrandKru	Kerouane	0	1
GrandKru	Kankan	0	1
GrandKru	Kouroussa	0	1
GrandKru	Mandiana	0	1
GrandKru	Siguiri	0	1
GrandKru	Coyah	0	1
GrandKru	Dubreka	0	1
GrandKru	Forecariah	0	1
GrandKru	Kindia	0	1
GrandKru	Telimele	0	1
GrandKru	Koubia	0	1
GrandKru	Lelouma	0	1
GrandKru	Labe	0	1
GrandKru	Mali	0	1
GrandKru	Tougue	0	1
GrandKru	Dalaba	0	1
GrandKru	Mamou	0	1
GrandKru	Pita	0	1
GrandKru	Beyla	0	1
GrandKru	Gueckedou	0	1
GrandKru	Lola	0	1
GrandKru	Macenta	0	1
GrandKru	Nzerekore	0	1
GrandKru	Yamou	0	1
GrandKru	Kailahun	0	1
GrandKru	Kenema	0	1
GrandKru	Kono	0	1
GrandKru	Bombali	0	1
GrandKru	Kambia	0	1
GrandKru	Koinadugu	0	1
GrandKru	PortLoko	0	1
GrandKru	Tonkolili	0	1
GrandKru	Bo	0	1
GrandKru	Bonthe	0	1
GrandKru	Moyamba	0	1
GrandKru	Pujehun	0	1
GrandKru	WesternRural	0	1
GrandKru	WesternUrban	0	1
GrandKru	Gabu	0	1
GrandKru	Tombali	0	1
Lofa	Margibi	0	0
Lofa	Maryland	0	0
Lofa	Montserrado	0	0
Lofa	Nimba	0	0
Lofa	RiverCess	0	0
Lofa	RiverGee	0	0
Lofa	Sinoe	0	0
Lofa	Boffa	0	1
Lofa	Boke	0	1
Lofa	Fria	0	1
Lofa	Gaoual	0	1
Lofa	Koundara	0	1
Lofa	Conakry	0	1
Lofa	Dabola	0	1
Lofa	Dinguiraye	0	1
Lofa	Faranah	0	1
Lofa	Kissidougou	0	1
Lofa	Kerouane	0	1
Lofa	Kankan	0	1
Lofa	Kouroussa	0	1
Lofa	Mandiana	0	1
Lofa	Siguiri	0	1
Lofa	Coyah	0	1
Lofa	Dubreka	0	1
Lofa	Forecariah	0	1
Lofa	Kindia	0	1
Lofa	Telimele	0	1
Lofa	Koubia	0	1
Lofa	Lelouma	0	1
Lofa	Labe	0	1
Lofa	Mali	0	1
Lofa	Tougue	0	1
Lofa	Dalaba	0	1
Lofa	Mamou	0	1
Lofa	Pita	0	1
Lofa	Beyla	0	1
Lofa	Gueckedou	1	1
Lofa	Lola	0	1
Lofa	Macenta	1	1
Lofa	Nzerekore	0	1
Lofa	Yamou	1	1
Lofa	Kailahun	1	1
Lofa	Kenema	0	1
Lofa	Kono	0	1
Lofa	Bombali	0	1
Lofa	Kambia	0	1
Lofa	Koinadugu	0	1
Lofa	PortLoko	0	1
Lofa	Tonkolili	0	1
Lofa	Bo	0	1
Lofa	Bonthe	0	1
Lofa	Moyamba	0	1
Lofa	Pujehun	0	1
Lofa	WesternRural	0	1
Lofa	WesternUrban	0	1
Lofa	Gabu	0	1
Lofa	Tombali	0	1
Margibi	Maryland	0	0
Margibi	Montserrado	1	0
Margibi	Nimba	0	0
Margibi	RiverCess	0	0
Margibi	RiverGee	0	0
Margibi	Sinoe	0	0
Margibi	Boffa	0	1
Margibi	Boke	0	1
Margibi	Fria	0	1
Margibi	Gaoual	0	1
Margibi	Koundara	0	1
Margibi	Conakry	0	1
Margibi	Dabola	0	1
Margibi	Dinguiraye	0	1
Margibi	Faranah	0	1
Margibi	Kissidougou	0	1
Margibi	Kerouane	0	1
Margibi	Kankan	0	1
Margibi	Kouroussa	0	1
Margibi	Mandiana	0	1
Margibi	Siguiri	0	1
Margibi	Coyah	0	1
Margibi	Dubreka	0	1
Margibi	Forecariah	0	1
Margibi	Kindia	0	1
Margibi	Telimele	0	1
Margibi	Koubia	0	1
Margibi	Lelouma	0	1
Margibi	Labe	0	1
Margibi	Mali	0	1
Margibi	Tougue	0	1
Margibi	Dalaba	0	1
Margibi	Mamou	0	1
Margibi	Pita	0	1
Margibi	Beyla	0	1
Margibi	Gueckedou	0	1
Margibi	Lola	0	1
Margibi	Macenta	0	1
Margibi	Nzerekore	0	1
Margibi	Yamou	0	1
Margibi	Kailahun	0	1
Margibi	Kenema	0	1
Margibi	Kono	0	1
Margibi	Bombali	0	1
Margibi	Kambia	0	1
Margibi	Koinadugu	0	1
Margibi	PortLoko	0	1
Margibi	Tonkolili	0	1
Margibi	Bo	0	1
Margibi	Bonthe	0	1
Margibi	Moyamba	0	1
Margibi	Pujehun	0	1
Margibi	WesternRural	0	1
Margibi	WesternUrban	0	1
Margibi	Gabu	0	1
Margibi	Tombali	0	1
Maryland	Montserrado	0	0
Maryland	Nimba	0	0
Maryland	RiverCess	0	0
Maryland	RiverGee	1	0
Maryland	Sinoe	0	0
Maryland	Boffa	0	1
Maryland	Boke	0	1
Maryland	Fria	0	1
Maryland	Gaoual	0	1
Maryland	Koundara	0	1
Maryland	Conakry	0	1
Maryland	Dabola	0	1
Maryland	Dinguiraye	0	1
Maryland	Faranah	0	1
Maryland	Kissidougou	0	1
Maryland	Kerouane	0	1
Maryland	Kankan	0	1
Maryland	Kouroussa	0	1
Maryland	Mandiana	0	1
Maryland	Siguiri	0	1
Maryland	Coyah	0	1
Maryland	Dubreka	0	1
Maryland	Forecariah	0	1
Maryland	Kindia	0	1
Maryland	Telimele	0	1
Maryland	Koubia	0	1
Maryland	Lelouma	0	1
Maryland	Labe	0	1
Maryland	Mali	0	1
Maryland	Tougue	0	1
Maryland	Dalaba	0	1
Maryland	Mamou	0	1
Maryland	Pita	0	1
Maryland	Beyla	0	1
Maryland	Gueckedou	0	1
Maryland	Lola	0	1
Maryland	Macenta	0	1
Maryland	Nzerekore	0	1
Maryland	Yamou	0	1
Maryland	Kailahun	0	1
Maryland	Kenema	0	1
Maryland	Kono	0	1
Maryland	Bombali	0	1
Maryland	Kambia	0	1
Maryland	Koinadugu	0	1
Maryland	PortLoko	0	1
Maryland	Tonkolili	0	1
Maryland	Bo	0	1
Maryland	Bonthe	0	1
Maryland	Moyamba	0	1
Maryland	Pujehun	0	1
Maryland	WesternRural	0	1
Maryland	WesternUrban	0	1
Maryland	Gabu	0	1
Maryland	Tombali	0	1
Montserrado	Nimba	0	0
Montserrado	RiverCess	0	0
Montserrado	RiverGee	0	0
Montserrado	Sinoe	0	0
Montserrado	Boffa	0	1
Montserrado	Boke	0	1
Montserrado	Fria	0	1
Montserrado	Gaoual	0	1
Montserrado	Koundara	0	1
Montserrado	Conakry	0	1
Montserrado	Dabola	0	1
Montserrado	Dinguiraye	0	1
Montserrado	Faranah	0	1
Montserrado	Kissidougou	0	1
Montserrado	Kerouane	0	1
Montserrado	Kankan	0	1
Montserrado	Kouroussa	0	1
Montserrado	Mandiana	0	1
Montserrado	Siguiri	0	1
Montserrado	Coyah	0	1
Montserrado	Dubreka	0	1
Montserrado	Forecariah	0	1
Montserrado	Kindia	0	1
Montserrado	Telimele	0	1
Montserrado	Koubia	0	1
Montserrado	Lelouma	0	1
Montserrado	Labe	0	1
Montserrado	Mali	0	1
Montserrado	Tougue	0	1
Montserrado	Dalaba	0	1
Montserrado	Mamou	0	1
Montserrado	Pita	0	1
Montserrado	Beyla	0	1
Montserrado	Gueckedou	0	1
Montserrado	Lola	0	1
Montserrado	Macenta	0	1
Montserrado	Nzerekore	0	1
Montserrado	Yamou	0	1
Montserrado	Kailahun	0	1
Montserrado	Kenema	0	1
Montserrado	Kono	0	1
Montserrado	Bombali	0	1
Montserrado	Kambia	0	1
Montserrado	Koinadugu	0	1
Montserrado	PortLoko	0	1
Montserrado	Tonkolili	0	1
Montserrado	Bo	0	1
Montserrado	Bonthe	0	1
Montserrado	Moyamba	0	1
Montserrado	Pujehun	0	1
Montserrado	WesternRural	0	1
Montserrado	WesternUrban	0	1
Montserrado	Gabu	0	1
Montserrado	Tombali	0	1
Nimba	RiverCess	1	0
Nimba	RiverGee	0	0
Nimba	Sinoe	1	0
Nimba	Boffa	0	1
Nimba	Boke	0	1
Nimba	Fria	0	1
Nimba	Gaoual	0	1
Nimba	Koundara	0	1
